,USAF,WBAN,STATION NAME,CTRY,ST,CALL,LAT,LON,ELEV(M),BEGIN,END
21938,749127, 99999 ,IKATEQ                        ,GL   ,   ,BIKA  ,65.933,-36.683,56.0,1942-11-01,1947-10-18
21939,749128, 99999 ,PANORAMANUNATAKKER            ,GL   ,   ,      ,68.25,-36.5,2925.0,1956-04-18,1956-08-24
21940,749129, 99999 ,TREKANTNUNATTAKER             ,GL   ,   ,      ,69.383,-35.917,2759.0,1956-04-13,1956-08-25
21941,749130, 99999 ,VALKYRIERNE                   ,GL   ,   ,      ,63.183,-41.333,91.0,1942-12-05,1948-09-20
21942,749132, 99999 ,SIMIUTAQ                      ,GL   ,   ,      ,60.683,-46.533,62.0,1942-05-05,1957-07-01
21943,749133, 99999 ,NANATAQ                       ,GL   ,   ,      ,65.067,-40.233000000000004,361.0,1944-09-16,1945-10-01
21944,749134, 99999 ,ICE CAP 559 GREENLAND         ,GL   ,   ,      ,0.0,0.0,0.0,1944-07-07,1944-08-01
21945,749135, 99999 ,KOKLAPPERNE                   ,GL   ,   ,      ,65.333,-40.3,361.0,1942-10-03,1944-09-15
21946,749136, 99999 ,SNOWMAN GREENLAND             ,GL   ,   ,      ,0.0,0.0,0.0,1947-08-26,1947-09-12
21947,749137, 99999 ,MINT JULEP                    ,GL   ,   ,      ,66.283,-47.766999999999996,829.0,1953-05-27,1953-08-21
21948,749138, 99999 ,ICE CAP                       ,GL   ,   ,      ,68.067,-42.333,593.0,1956-04-12,1956-08-23
21949,749139, 99999 ,ICE CAP SITE 2                ,GL   ,   ,      ,69.55,-43.167,2559.0,1956-04-03,1956-08-24
21950,749140, 99999 ,UNGUSIVIK                     ,GL   ,   ,      ,66.033,-53.567,13.0,1942-09-16,1948-08-09
21951,749141, 99999 ,MARRAK POINT                  ,GL   ,   ,BMKA  ,63.433,-51.183,41.0,1943-01-19,1948-09-29
21952,749142, 99999 ,PADLOPING ISLAND              ,CA   ,   ,      ,67.1,-62.35,40.0,1941-11-28,1953-09-01
21953,749143, 99999 ,TAVANI                        ,CA   ,   ,      ,62.033,-93.06700000000001,0.0,1943-05-06,1943-08-24
21954,749145, 99999 ,ICE CAP SITE 3                ,GL   ,   ,      ,70.617,-36.167,3140.0,1956-04-22,1956-08-25
21955,749146, 99999 ,THULE STE 2                   ,GL   ,   ,      ,76.533,-68.333,308.0,1952-05-23,1952-08-20
21956,749147, 99999 ,THULE GREENLAND/ORIGINAL SITE ,GL   ,   ,BGTL  ,76.5,-68.833,59.0,1951-09-01,1951-10-26
21957,749148, 99999 ,ICE CAP SITE 4                ,GL   ,   ,      ,78.133,-71.617,0.0,1953-07-20,1956-11-11
21958,749149, 99999 ,THULE SITE B                  ,GL   ,   ,      ,76.0,-56.083,1650.0,1953-07-07,1957-07-01
21959,749150, 99999 ,THULE GREENLAND/ALPHA         ,GL   ,   ,      ,0.0,0.0,1356.0,1953-07-29,1953-09-03
21960,749151, 99999 ,THULE GREENLAND/NUNA LAKE     ,GL   ,   ,      ,0.0,0.0,594.0,1953-07-03,1953-09-07
21961,749152, 99999 ,THULE MILE60 SIERRA           ,GL   ,   ,      ,77.233,-62.333,1704.0,1953-07-10,1954-08-30
21962,749153, 99999 ,BAKER ISLAND                  ,FQ   ,   ,      ,0.217,-176.467,3.0,1943-10-18,1945-10-01
21963,749154, 99999 ,SOUTH POINT BEACH             ,US   ,HI ,      ,18.917,-155.683,12.0,1940-01-29,1941-12-23
21964,749155, 99999 ,RADAR BASE                    ,US   ,TX ,      ,28.866999999999997,-100.51700000000001,70.0,1942-10-08,1945-05-15
21965,749158, 99999 ,FORT SUMNER MUNI              ,US   ,NM ,      ,34.483000000000004,-104.21700000000001,1263.0,1943-01-01,1945-11-16
21966,749159, 99999 ,PAMPA AAF                     ,US   ,TX ,      ,35.533,-100.75,955.0,1943-01-02,1945-10-01
21967,749160, 99999 ,PECOS TEXAS AAF               ,US   ,TX ,PEQ   ,31.4,-103.516,95.0,1942-09-10,1945-05-30
21968,749161, 99999 ,PYOTE AFB                     ,US   ,TX ,      ,31.517,-103.133,798.0,1943-01-18,1946-03-15
21969,749162, 99999 ,SWEETWATER TX/AVENGER FLD     ,US   ,TX ,SWW   ,32.466,-100.46600000000001,727.0,1945-02-01,1945-11-11
21970,749163, 99999 ,RODEO                         ,US   ,NM ,      ,31.933000000000003,-108.98299999999999,1255.0,1946-08-01,1954-01-06
21971,749164, 99999 ,ELEPHANT BUTTE                ,US   ,NM ,      ,33.233000000000004,-107.01700000000001,1478.0,1946-08-01,1950-05-25
21972,749165, 99999 ,COLUMBUS MUNI                 ,US   ,NM ,      ,31.833000000000002,-107.65,1223.0,1946-08-01,1955-01-01
21973,749166, 99999 ,DESERT CENTER AAF             ,US   ,CA ,      ,33.75,-115.333,165.0,1943-06-01,1944-03-05
21974,749167, 99999 ,PINAL AIRPARK                 ,US   ,AZ ,KMZJ  ,32.510999999999996,-111.32799999999999,576.7,1942-09-12,2021-06-01
21975,749168, 99999 ,RICE AAF                      ,US   ,CA ,      ,34.067,-114.833,269.0,1943-06-01,1944-03-02
21976,749169, 99999 ,PASADENA                      ,US   ,CA ,      ,34.133,-118.133,231.0,1943-11-15,1944-10-11
21977,749170, 99999 ,GARDNER AAF                   ,US   ,CA ,      ,35.117,-119.3,133.0,1941-12-01,1945-02-21
21978,749171, 00479 ,TEHACHAPI MUNICIPAL AIRPORT   ,US   ,CA ,KTSP  ,35.135,-118.439,1219.5,2009-12-09,2021-06-02
21979,749171, 99999 ,TEHACHAPI MUNI                ,US   ,CA ,KTSP  ,35.135,-118.439,1219.5,1942-11-13,1945-01-01
21980,749173, 99999 ,COOLIDGE MUNI                 ,US   ,AZ ,KP08  ,32.936,-111.427,479.8,1944-07-11,2021-06-01
21981,749174, 99999 ,PORTERVILLE CALIFORNIA AAF    ,US   ,CA ,PTV   ,36.033,-119.066,132.0,1945-07-21,1945-10-12
21982,749175, 99999 ,GOAT ROCK BEACH               ,US   ,CA ,      ,38.433,-123.133,72.0,1943-06-07,1945-05-26
21983,749177, 99999 ,SANTA ROSA ISLAND             ,US   ,CA ,      ,33.933,-120.117,455.0,1943-06-11,1944-03-01
21984,749178, 99999 ,MORRO BAY                     ,US   ,CA ,      ,35.367,-120.85,20.0,1946-10-01,1947-01-01
21985,749179, 00392 ,HOLLISTER MUNICIPAL AIRPORT   ,US   ,CA ,KCVH  ,36.9,-121.417,72.2,2009-02-01,2021-06-02
21986,749179, 99999 ,HOLLISTER MUNI                ,US   ,CA ,KCVH  ,36.9,-121.417,70.1,1945-03-01,1945-10-16
21987,749180, 99999 ,VERNALIS NAVAL AUX            ,US   ,CA ,      ,37.6,-121.3,59.0,1945-04-01,1946-01-16
21988,749181, 99999 ,WATSONVILLE CALIFORNIA NAAS   ,US   ,CA ,WVI   ,36.933,-121.78299999999999,44.0,1945-03-01,1945-10-15
21989,749182, 99999 ,JUDITH GAP                    ,US   ,MT ,      ,46.7,-109.75,1416.0,1944-07-15,1945-11-01
21990,749183, 99999 ,FORT BENTON                   ,US   ,MT ,      ,47.85,-110.65,880.0,1944-02-26,1945-11-01
21991,749184, 99999 ,CITY COUNTY AIRPORT           ,US   ,OR ,      ,44.667,-121.167,744.0,1943-05-01,1944-05-17
21992,749185, 99999 ,ARLINGTON WASHINGTON NAS      ,US   ,WA ,S88   ,48.199,-122.18299999999999,41.0,1945-04-01,1945-12-01
21993,749186, 99999 ,ISLAND FALLS SASKATCHEWAN DOT ,CA   ,   ,      ,55.533,-102.35,299.0,1943-03-15,1945-07-02
21994,749187, 99999 ,EMBARRAS ALBERTA DOT APT      ,CA   ,   ,      ,58.199,-111.383,236.0,1943-01-08,1944-11-24
21995,749188, 99999 ,JARVIE WEST                   ,CA   ,   ,      ,54.467,-114.1,624.0,1943-05-17,1945-08-18
21996,749189, 99999 ,VALLEY VIEW ALBERTA           ,CA   ,   ,      ,55.083,-117.25,738.0,1944-02-22,1945-08-18
21997,749190, 99999 ,TRIANGLE SOUTHWEST            ,CA   ,   ,      ,55.317,-116.98299999999999,610.0,1943-10-21,1944-01-01
21998,749191, 99999 ,WONOWON SOUTHEAST             ,CA   ,   ,      ,56.7,-121.75,905.0,1943-07-08,1945-08-18
21999,749192, 99999 ,SKOOKS LANDING                ,CA   ,   ,      ,59.65,-127.06700000000001,507.0,1943-08-01,1945-08-18
22000,749193, 99999 ,SUMMIT LAKE                   ,CA   ,   ,      ,58.65,-124.65,1281.0,1943-09-21,1945-08-18
22001,749194, 99999 ,TROUT LIARD BRITISH COLUMBIA  ,CA   ,   ,      ,59.383,-126.116,422.0,1943-06-07,1945-08-18
22002,749195, 99999 ,TRUTCH NORTHEAST              ,CA   ,   ,      ,57.75,-122.9,857.0,1943-07-20,1945-08-18
22003,749196, 99999 ,TAKLA LANDING                 ,CA   ,   ,      ,55.467,-125.95,692.0,1944-10-05,1945-08-18
22004,749197, 99999 ,NELSON FORKS                  ,CA   ,   ,      ,59.5,-124.0,243.0,1945-03-09,1945-06-17
22005,749198, 99999 ,FRASER NORTHEAST              ,CA   ,   ,      ,59.766999999999996,-134.983,884.0,1943-12-01,1946-01-31
22006,749199, 99999 ,GALBRAITH EAST                ,CA   ,   ,      ,59.5,-131.767,1021.0,1945-03-04,1945-08-18
22007,749200, 99999 ,CHUGINADAK ISLAND SW          ,US   ,AK ,      ,52.833,-169.833,24.0,1943-07-01,1944-06-11
22008,749203, 99999 ,KAVALGA ISLAND                ,US   ,AK ,      ,51.55,-178.8,15.0,1943-02-28,1944-08-16
22009,749204, 99999 ,FINCH POINT                   ,US   ,AK ,      ,52.383,-172.417,19.0,1943-04-01,1945-09-23
22010,749205, 99999 ,ATKA ALASKA                   ,US   ,AK ,ATK   ,52.216,-174.2,11.0,1944-02-08,1949-11-19
22011,749206, 99999 ,MILLS LAKE SOUTH              ,CA   ,   ,      ,61.25,-118.633,148.0,1944-01-23,1944-08-14
22012,749207, 99999 ,SAWMILL BAY                   ,CA   ,   ,      ,65.733,-118.917,171.0,1948-02-01,1948-09-01
22013,749208, 99999 ,TROUT LAKE N W T              ,CA   ,   ,      ,60.266000000000005,-121.8,503.0,1944-04-01,1945-10-01
22014,749210, 99999 ,FISH LAKE                     ,CA   ,   ,      ,60.633,-132.05,867.0,1943-04-20,1945-08-18
22015,749211, 99999 ,LITTLE TESLIN LAKE            ,CA   ,   ,      ,60.5,-133.4,782.0,1942-09-01,1943-04-01
22016,749212, 99999 ,SWIFT RIVER                   ,CA   ,   ,      ,60.0,-131.183,880.0,1943-10-06,1946-03-27
22017,749214, 99999 ,SQUANGA LAKE SW               ,CA   ,   ,      ,60.417,-133.76,872.0,1943-08-22,1944-07-04
22018,749215, 99999 ,RANCHERIA EAST                ,CA   ,   ,      ,60.083,-130.167,846.0,1943-08-24,1945-08-18
22019,749216, 99999 ,CAR FERRY ROSS RIVER          ,CA   ,   ,      ,62.183,-131.75,819.0,1944-08-13,1945-03-31
22020,749218, 99999 ,KILAGMIOTAK SE                ,CA   ,   ,      ,69.283,-133.933,28.0,1948-05-01,1948-10-01
22021,749219, 99999 ,KALTAG ALASKA                 ,US   ,AK ,KAL   ,64.3,-158.716,48.0,1943-07-01,1945-09-27
22022,749220, 99999 ,EMERALD ISLAND SW             ,US   ,AK ,      ,64.9,-154.667,56.0,1943-07-13,1946-07-01
22023,749221, 99999 ,FIRE ISLAND                   ,US   ,AK ,      ,61.15,-150.233,15.0,1948-01-28,1948-04-11
22024,749222, 99999 ,WISEMAN ALASKA WB             ,US   ,AK ,WSM   ,67.433,-150.216,393.0,1945-01-01,1948-07-01
22025,749224, 99999 ,KOYUK ALASKA                  ,US   ,AK ,KKA   ,64.866,-161.1,13.0,1943-05-01,1945-09-14
22026,749225, 99999 ,QUARTZCREEK/KOUGAROK          ,US   ,AK ,      ,65.533,-164.2,76.0,1943-09-14,1943-11-01
22027,749226, 99999 ,BREVIG AIRPORT NE             ,US   ,AK ,      ,65.45,-165.767,36.0,1944-04-01,1945-08-25
22028,749228, 99999 ,LAVA LAKE                     ,US   ,AK ,      ,65.583,-163.833,170.0,1945-04-01,1945-11-22
22029,749229, 99999 ,HUGGINS ISLAND                ,US   ,AK ,      ,65.9,-154.667,56.0,1946-01-01,1946-09-25
22030,749230, 00393 ,TELLER AIRPORT                ,US   ,AK ,PATE  ,65.233,-166.35,89.0,2009-02-01,2021-06-02
22031,749230, 99999 ,TELLER AIRPORT                ,US   ,AK ,PATE  ,65.233,-166.35,90.0,1943-08-01,1948-07-01
22032,749231, 99999 ,ST. MATTHEW ISLAND            ,US   ,AK ,      ,60.35,-172.7,29.0,1942-10-08,1945-10-14
22033,749233, 99999 ,DEKEMHARE                     ,ER   ,   ,      ,15.033,39.05,1970.0,1943-03-31,1943-12-23
22034,749234, 99999 ,GUSKHARA SOUTHEAST            ,IN   ,   ,      ,23.467,87.78299999999999,41.0,1943-12-01,1944-12-15
22035,749235, 99999 ,CHAKULIA                      ,IN   ,   ,      ,22.45,86.7,131.0,1942-11-01,1945-04-30
22036,749238, 99999 ,RANIGANJ EAST                 ,IN   ,   ,      ,23.616999999999997,87.2,86.0,1943-05-31,1945-12-29
22037,749239, 99999 ,SHERGHATI NORTHEAST           ,IN   ,   ,      ,24.6,84.883,149.0,1943-11-30,1944-04-18
22038,749240, 99999 ,MALANDIGHI NORTHWEST          ,IN   ,   ,      ,23.633000000000003,87.35,94.0,1943-12-31,1944-12-28
22039,749241, 99999 ,KHARAGPUR SOUTHEAST           ,IN   ,   ,      ,22.3,87.333,41.0,1944-01-03,1945-09-03
22040,749242, 99999 ,BANKADAHA WEST                ,IN   ,   ,      ,22.967,87.3,79.0,1944-02-29,1945-09-21
22041,749243, 99999 ,PANDAVESWAR SW                ,IN   ,   ,      ,23.717,87.28299999999999,87.0,1945-01-08,1945-09-30
22042,749244, 99999 ,DOOM-DOOMA                    ,IN   ,   ,      ,27.566999999999997,95.56700000000001,130.0,1943-03-31,1945-10-15
22043,749246, 99999 ,BANSBERA NORTHEAST            ,IN   ,   ,      ,26.8,92.617,98.0,1943-11-30,1945-10-18
22044,749247, 99999 ,JHANZI WEST                   ,IN   ,   ,      ,26.85,94.43299999999999,92.0,1943-12-31,1944-02-19
22045,749249, 99999 ,HAILAKANDI NORTHWEST          ,IN   ,   ,      ,24.717,92.53299999999999,25.0,1944-02-16,1944-05-20
22046,749250, 99999 ,MORAN SOUTHWEST               ,IN   ,   ,      ,27.15,94.9,100.0,1944-02-20,1945-02-28
22047,749251, 99999 ,SADIYA                        ,IN   ,   ,      ,27.85,95.667,130.0,1943-12-31,1944-04-30
22048,749252, 99999 ,DERGAON                       ,IN   ,   ,      ,26.717,93.95,91.0,1944-01-31,1945-05-31
22049,749253, 99999 ,TANAI AIRPORT                 ,BM   ,   ,VYTN  ,26.366999999999997,96.73299999999999,210.3,1944-04-04,1944-05-31
22050,749254, 99999 ,GUMSHEN SOUTHEAST             ,BM   ,   ,      ,26.55,97.55,1053.0,1944-04-29,1944-10-06
22051,749255, 99999 ,HPAUCHYE SOUTHEAST            ,BM   ,   ,      ,26.066999999999997,96.71700000000001,246.0,1944-05-21,1945-02-20
22052,749256, 99999 ,SHINGBWIYANG                  ,BM   ,   ,      ,26.683000000000003,96.21700000000001,208.0,1944-05-31,1945-08-31
22053,749257, 99999 ,TINGRING                      ,BM   ,   ,      ,25.8,96.65,187.0,1944-06-02,1945-09-10
22054,749258, 99999 ,SAHMAW                        ,BM   ,   ,      ,25.233,96.78299999999999,179.0,1944-10-31,1945-04-30
22055,749259, 99999 ,MANGSHI                       ,CH   ,   ,      ,24.45,98.583,922.0,1944-12-31,1945-08-28
22056,749260, 99999 ,DHOPACHARI NW                 ,BG   ,   ,      ,22.25,92.083,4.0,1945-02-10,1945-04-30
22057,749261, 99999 ,BAHE                          ,BM   ,   ,      ,23.383000000000003,96.56700000000001,126.0,1945-01-31,1945-02-28
22058,749262, 99999 ,PYINCHAUNG WEST               ,BM   ,   ,      ,21.4,94.633,125.0,1945-02-11,1945-03-31
22059,749263, 99999 ,KUTKAI NORTHWEST              ,BM   ,   ,      ,23.467,97.917,1372.0,1945-03-01,1945-03-31
22060,749264, 99999 ,KYI-EIK                       ,BM   ,   ,      ,21.633000000000003,96.03299999999999,77.0,1945-04-01,1945-04-22
22061,749265, 99999 ,KUAKATA SOUTHEAST             ,BG   ,   ,      ,21.783,90.15,3.0,1945-04-15,1945-05-31
22062,749267, 99999 ,VILLACIDRO SOUTHEAST          ,IT   ,   ,      ,39.433,8.75,81.0,1943-12-10,1944-09-30
22063,749268, 99999 ,BLIDA ALGERIA                 ,AG   ,   ,      ,36.499,2.8160000000000003,170.0,1943-01-01,1943-11-15
22064,749269, 99999 ,HASSI MESSAOUD NE             ,AG   ,   ,      ,32.1,6.45,136.0,1943-02-01,1943-06-02
22065,749270, 99999 ,JEDEIDA NORTHWEST             ,TS   ,   ,      ,36.867,9.9,19.0,1943-07-08,1943-10-26
22066,749271, 99999 ,LE KHROUB ALGERIA             ,AG   ,   ,      ,36.3,6.7,559.0,1944-12-05,1945-01-31
22067,749272, 99999 ,EL BATHANE WEST               ,TS   ,   ,      ,36.8,9.883,49.0,1943-07-31,1943-10-26
22068,749273, 99999 ,EL GUERRAH                    ,AG   ,   ,      ,36.133,6.617000000000001,770.0,1943-02-06,1943-09-30
22069,749274, 99999 ,DAWWAR AWLAD GANA NW          ,TS   ,   ,      ,35.833,8.817,596.0,1943-04-16,1943-05-20
22070,749275, 99999 ,BORJ EL AMRI AIRPORT          ,TS   ,   ,      ,36.717,9.933,32.0,1943-07-02,1943-12-03
22071,749276, 99999 ,MDAOUROUCH WEST               ,AG   ,   ,      ,36.133,7.817,932.0,1943-04-14,1943-06-29
22072,749277, 99999 ,MECHTA BOU RZAM S             ,AG   ,   ,      ,36.083,5.8,923.0,1943-08-13,1943-11-28
22073,749278, 99999 ,ER ROMRI SOUTHWEST            ,AG   ,   ,      ,35.683,0.183,100.0,1943-01-20,1943-06-30
22074,749279, 99999 ,KASSERINE EAST                ,TS   ,   ,      ,35.167,8.917,622.0,1943-03-31,1943-04-14
22075,749280, 99999 ,MECHTA MEHBOUB SE             ,AG   ,   ,      ,36.2,5.9670000000000005,859.0,1943-03-07,1943-08-31
22076,749282, 99999 ,TELERGHMA                     ,AG   ,   ,      ,36.117,6.35,754.0,1943-01-15,1944-06-30
22077,749284, 99999 ,DEPIENNE SOUTHEAST            ,TS   ,   ,      ,36.45,10.05,136.0,1943-02-28,1943-12-09
22078,749286, 99999 ,LA MARSA                      ,TS   ,   ,      ,36.883,10.333,57.0,1943-06-28,1943-11-30
22079,749287, 99999 ,TUNIS-CARTHAGE EAST           ,TS   ,   ,      ,36.85,10.25,6.0,1943-08-31,1943-09-30
22080,749288, 99999 ,MAAFRINE SOUTHEAST            ,TS   ,   ,      ,36.633,10.1,53.0,1943-08-31,1943-11-30
22081,749289, 99999 ,EL DJEM                       ,TS   ,   ,      ,35.333,10.667,110.0,1943-08-15,1943-08-27
22082,749290, 99999 ,AL ASHHAB SOUTHWEST           ,LY   ,   ,      ,31.866999999999997,24.6,157.0,1943-11-30,1944-02-23
22083,749292, 99999 ,DOW RUD WEST                  ,IR   ,   ,      ,33.467,49.05,1408.0,1943-10-26,1945-12-09
22084,749293, 99999 ,HAMADAN IRAN/CAMP PARKS       ,IR   ,   ,      ,34.849000000000004,48.533,1727.0,1944-09-28,1945-08-14
22085,749294, 99999 ,DOLOMIEU                      ,FR   ,   ,      ,45.6,5.5,762.0,1944-09-06,1944-09-18
22086,749295, 99999 ,MOBILE UNIT 2 ITALY           ,IT   ,   ,      ,,,0.0,1944-05-31,1945-01-31
22087,749297, 99999 ,MASSERIA EPITAFFIO            ,IT   ,   ,      ,40.95,16.1,437.0,1944-03-18,1945-05-30
22088,749298, 99999 ,PRESENZANO                    ,IT   ,   ,      ,41.367,14.067,198.0,1944-03-01,1944-03-31
22089,749299, 99999 ,TORREMAGGIORE                 ,IT   ,   ,      ,41.683,15.333,170.0,1944-06-18,1945-05-28
22090,749300, 99999 ,MEZZOMONTE                    ,IT   ,   ,      ,41.25,13.083,450.0,1944-06-02,1944-06-06
22091,749301, 99999 ,ANSEDONIA NW                  ,IT   ,   ,      ,42.433,11.267000000000001,19.0,1944-06-22,1944-07-19
22092,749302, 99999 ,GAUDIANO EAST                 ,IT   ,   ,      ,41.1,15.933,226.0,1944-07-02,1945-04-30
22093,749303, 99999 ,CASTELLO GARAGNONE S          ,IT   ,   ,      ,40.95,16.233,435.0,1944-11-01,1945-04-30
22094,749304, 99999 ,TORTORELLA ITALY/MU 18        ,IT   ,   ,      ,,,0.0,1945-03-31,1945-05-22
22095,749306, 99999 ,SANGA SANGA                   ,RP   ,   ,RPMN  ,5.047,119.743,4.6,1945-04-26,1945-08-09
22096,749307, 99999 ,A.B.WON PAT AIRPORT           ,PS   ,   ,      ,6.9,134.15,6.0,1944-10-15,1945-06-10
22097,749308, 99999 ,PULAU FANI                    ,ID   ,   ,      ,1.083,131.267,2.0,1944-11-29,1945-02-10
22098,749309, 99999 ,BLACKHORSE BASE               ,VM   ,   ,      ,10.817,107.21700000000001,250.0,1966-12-31,1969-09-06
22099,749310, 99999 ,PLEI DJERENG /THREE TANGO     ,VM   ,   ,      ,13.966,107.65,290.0,1966-12-20,1967-03-20
22100,749311, 99999 ,DUC CO FSB                    ,VM   ,   ,      ,13.833,107.68299999999999,402.0,1967-03-31,1967-10-23
22101,749312, 99999 ,EA HLEO                       ,VM   ,   ,      ,13.217,108.23299999999999,610.0,1967-11-12,1967-12-10
22102,749313, 99999 ,DAK TO                        ,VM   ,   ,      ,14.667,107.8,602.0,1967-11-01,1969-01-16
22103,749314, 99999 ,DUC AN                        ,VM   ,   ,      ,15.617,108.4,35.0,1967-12-01,1968-02-29
22104,749315, 99999 ,GUIUAN PHILIPPINES            ,RP   ,   ,      ,11.033,125.71600000000001,8.0,1945-01-16,1945-08-22
22105,749316, 99999 ,SAIPAN MARIANA IS/KOBLER      ,RM   ,   ,      ,15.116,145.7,32.0,1945-01-31,1971-12-31
22106,749318, 99999 ,RONGERIK ATOLL                ,RM   ,   ,      ,11.3,167.483,3.0,1948-03-10,1954-03-01
22107,749319, 99999 ,RONGELAP                      ,RM   ,   ,      ,11.15,166.85,2.0,1958-03-17,1958-07-10
22108,749320, 99999 ,WOTHO                         ,RM   ,   ,      ,10.167,166.0,4.0,1958-03-24,1958-07-10
22109,749321, 99999 ,YANG-CHIEH                    ,CH   ,   ,      ,25.5,103.083,1955.0,1943-02-17,1945-10-31
22110,749322, 99999 ,YUN-NAN-I                     ,CH   ,   ,      ,25.416999999999998,100.73299999999999,1967.0,1943-01-08,1945-10-18
22111,749323, 99999 ,XIQIAO                        ,CH   ,   ,      ,25.0,103.583,1849.0,1944-06-30,1945-11-13
22112,749324, 99999 ,ZHE-SHANG EAST                ,CH   ,   ,      ,23.75,106.083,162.0,1945-01-23,1945-08-31
22113,749325, 99999 ,LO-PING                       ,CH   ,   ,      ,24.95,104.35,1550.0,1945-06-15,1945-10-09
22114,749327, 99999 ,HSUPU CHINA AAB               ,CH   ,   ,      ,27.866,110.566,152.0,1945-07-31,1945-08-31
22115,749329, 99999 ,XINGANG                       ,CH   ,   ,      ,29.75,116.133,30.0,1946-07-21,1946-10-02
22116,749330, 99999 ,KADENA SOUTHEAST              ,JA   ,   ,      ,26.333000000000002,127.78299999999999,75.0,1945-04-30,1946-01-20
22117,749331, 99999 ,KADENA NORTHWEST              ,JA   ,   ,      ,26.383000000000003,127.75,76.0,1951-05-31,1954-02-23
22118,749333, 99999 ,URASOE-SHI                    ,JA   ,   ,      ,26.25,127.7,25.0,1945-07-25,1945-09-30
22119,749334, 99999 ,OKINAWA RYUKYU IS/BOLO FLD    ,JA   ,   ,      ,26.4,127.71600000000001,27.0,1945-08-12,1945-08-31
22120,749335, 99999 ,HAMA SOUTH                    ,JA   ,   ,      ,26.5,127.2,9.0,1945-06-30,1945-08-14
22121,749336, 99999 ,CHING-SHUI-PU NORTH           ,CH   ,   ,      ,30.25,104.03299999999999,481.0,1943-12-31,1946-10-31
22122,749337, 99999 ,LIULIN SOUTHWEST              ,CH   ,   ,      ,36.516999999999996,109.45,1196.0,1944-08-31,1946-03-31
22123,749338, 99999 ,AO-CHIA-CHANG NORTH           ,CH   ,   ,      ,31.116999999999997,104.0,500.0,1945-01-31,1945-08-31
22124,749339, 99999 ,QIONGLAI NORTHEAST            ,CH   ,   ,      ,30.45,103.53299999999999,539.0,1945-01-31,1945-02-28
22125,749340, 99999 ,GUANBA NORTH                  ,CH   ,   ,      ,30.583000000000002,107.833,501.0,1945-02-28,1946-04-30
22126,749341, 99999 ,ERH-LANG-PA NORTH             ,CH   ,   ,      ,32.967,107.2,518.0,1945-02-28,1945-10-06
22127,749342, 99999 ,SIAN CHINA                    ,CH   ,   ,RSIA  ,34.25,108.916,416.0,1945-03-14,1945-10-31
22128,749344, 99999 ,LANCHOW CHINA                 ,CH   ,   ,RLHW  ,36.0,103.75,1543.0,1945-10-31,1946-12-31
22129,749345, 99999 ,HUA-CHIAO SOUTHEAST           ,CH   ,   ,      ,30.416999999999998,103.917,486.0,1946-04-30,1946-08-31
22130,749346, 99999 ,LENG-CHI NORTHWEST            ,CH   ,   ,      ,32.417,111.5,110.0,1945-02-06,1945-02-28
22131,749347, 99999 ,HSIA-KUAN SOUTHEAST           ,CH   ,   ,      ,32.083,118.75,25.0,1945-09-07,1948-11-19
22132,749348, 99999 ,HANKOW CHINA                  ,CH   ,   ,      ,30.583000000000002,114.25,37.0,1945-09-30,1948-02-28
22133,749350, 99999 ,HANGCHOW CHINA                ,CH   ,   ,      ,30.233,120.166,8.0,1945-10-22,1946-04-30
22134,749351, 99999 ,CHA-YIN-LU SOUTHWEST          ,CH   ,   ,      ,31.316999999999997,121.5,6.0,1945-10-31,1947-03-31
22135,749352, 99999 ,PUSAN KOREA/PUSAN WEST AB     ,KS   ,   ,      ,35.183,128.933,4.0,1950-08-19,1953-10-30
22136,749355, 99999 ,SOKCHORI KOREA                ,KS   ,   ,      ,38.433,127.3,335.0,1951-07-24,1952-09-21
22137,749356, 99999 ,KAJU-DONG                     ,KS   ,   ,      ,37.8,124.68299999999999,203.0,1951-05-09,1951-09-15
22138,749357, 99999 ,HONGCHON KOREA                ,KS   ,   ,      ,37.7,127.866,151.0,1951-04-06,1951-09-08
22139,749358, 99999 ,SOCHEONG-DO                   ,KS   ,   ,      ,37.766999999999996,124.73299999999999,0.0,1951-03-23,1951-05-09
22140,749359, 99999 ,SOKSA-RI                      ,KS   ,   ,      ,37.633,128.567,681.0,1951-03-21,1951-04-19
22141,749360, 99999 ,JUNMUJIN                      ,KS   ,   ,      ,37.883,128.817,6.0,1951-04-16,1951-05-17
22142,749361, 99999 ,CHONAN KOREA                  ,KS   ,   ,      ,36.816,127.25,48.0,1951-01-31,1951-02-04
22143,749362, 99999 ,P621 HELIPORT                 ,KS   ,   ,      ,36.2,127.083,6.0,1951-06-07,1951-07-24
22144,749363, 99999 ,R605                          ,KS   ,   ,      ,37.15,128.25,82.0,1951-03-24,1951-04-04
22145,749364, 99999 ,YONPO AFLD                    ,KN   ,   ,      ,39.783,127.53299999999999,3.0,1950-11-12,1950-12-05
22146,749365, 99999 ,SEOUL-MULLAEDONG              ,KS   ,   ,      ,37.516999999999996,126.9,12.0,1951-03-21,1951-04-30
22147,749366, 99999 ,YANGYANG KOREA                ,KS   ,   ,      ,38.066,128.616,6.0,1951-06-02,1951-06-06
22148,749367, 99999 ,R239                          ,KS   ,   ,      ,38.2,127.2,153.0,1952-07-21,1952-12-03
